"GEOID","SUFFIX","COUNT","TOTAL_ROADS","PCT"
29219,"DR",687,2141,32.09
29221,"RD",982,1659,59.19
29223,"ST",195,499,39.08
29225,"RD",538,1674,32.14
29227,"ST",137,252,54.37
29229,"RD",411,1091,37.67
29510,"AVE",1439,3169,45.41
30001,"RD",532,1019,52.21
30003,"RD",326,631,51.66
30005,"RD",462,693,66.67
30007,"RD",283,583,48.54
30009,"RD",619,1434,43.17
30011,"RD",273,351,77.78
30013,"RD",434,1376,31.54
30015,"RD",510,874,58.35
30017,"ST",175,507,34.52
30019,"RD",234,316,74.05
30021,"ST",117,342,34.21
30023,"RD",183,478,38.28
30025,"RD",84,236,35.59
30027,"RD",441,1073,41.1
30029,"RD",1139,4073,27.96
30031,"RD",1250,4507,27.73
30033,"RD",176,233,75.54
30035,"RD",336,515,65.24
30037,"RD",135,191,70.68
30039,"RD",390,874,44.62
30041,"RD",236,569,41.48
30043,"RD",580,1223,47.42
30045,"RD",426,599,71.12
30047,"LN",819,2027,40.4
30049,"RD",879,2836,30.99
30051,"RD",152,216,70.37
30053,"RD",1023,2022,50.59
30055,"RD",175,296,59.12
30057,"RD",573,1281,44.73
30059,"RD",228,408,55.88
30061,"RD",286,590,48.47
30063,"RD",879,3740,23.5
30065,"RD",295,459,64.27
30067,"RD",560,1353,41.39
30069,"RD",72,115,62.61
30071,"RD",213,370,57.57
30073,"RD",401,602,66.61
30075,"RD",258,348,74.14
30077,"RD",498,880,56.59
30079,"RD",95,186,51.08
30081,"LN",879,2851,30.83
30083,"ST",54,139,38.85
30085,"ST",111,351,31.62
30087,"RD",343,685,50.07
30089,"RD",594,1597,37.19
30091,"RD",265,503,52.68
30093,"ST",512,1589,32.22
30095,"RD",497,859,57.86
30097,"RD",176,322,54.66
30099,"RD",147,223,65.92
30101,"RD",307,535,57.38
30103,"RD",90,122,73.77
30105,"RD",512,842,60.81
30107,"RD",196,316,62.03
30109,"RD",83,121,68.6
30111,"DR",929,4349,21.36
31001,"AVE",415,996,41.67
31003,"RD",265,752,35.24
31005,"RD",47,92,51.09
31007,"RD",19,33,57.58
31009,"RD",54,102,52.94
31011,"ST",399,651,61.29
31013,"ST",130,434,29.95
31015,"RD",170,451,37.69
31017,"ST",114,196,58.16
31019,"RD",548,1728,31.71
31021,"ST",190,300,63.33
31023,"ST",255,450,56.67
31025,"ST",576,1238,46.53
31027,"AVE",260,706,36.83
31029,"AVE",160,484,33.06
31031,"RD",230,546,42.12
31033,"ST",156,336,46.43
31035,"ST",267,397,67.25
31037,"ST",218,293,74.4
31039,"ST",183,401,45.64
31041,"RD",406,867,46.83
31043,"ST",358,666,53.75
31045,"RD",249,453,54.97
31047,"ST",331,569,58.17
31049,"ST",44,69,63.77
31051,"AVE",244,650,37.54
31053,"ST",474,952,49.79
31055,"ST",5569,11868,46.92
31057,"RD",73,195,37.44
31059,"ST",229,339,67.55
31061,"RD",357,540,66.11
31063,"ST",98,214,45.79
31065,"ST",189,235,80.43
31067,"ST",518,1188,43.6
31069,"ST",52,87,59.77
31071,"AVE",102,235,43.4
31073,"ST",24,78,30.77
31075,"LN",65,155,41.94
31077,"AVE",153,419,36.52
31079,"ST",501,1489,33.65
31081,"RD",211,475,44.42
31083,"RD",424,683,62.08
31085,"ST",26,58,44.83
31087,"ST",104,181,57.46
31089,"RD",483,1185,40.76
31091,"AVE",32,77,41.56
31093,"AVE",180,542,33.21
31095,"ST",196,516,37.98
31097,"RD",137,402,34.08
31099,"RD",167,438,38.13
31101,"ST",228,526,43.35
31103,"RD",110,277,39.71
31105,"ST",148,189,78.31
31107,"AVE",348,993,35.05
31109,"ST",2905,6599,44.02
31111,"RD",882,1746,50.52
31113,"ST",26,62,41.94
31115,"RD",74,158,46.84
31117,"RD",57,104,54.81
31119,"ST",365,1130,32.3
31121,"RD",280,552,50.72
31123,"ST",122,164,74.39
31125,"ST",349,724,48.2
31127,"ST",211,544,38.79
31129,"ST",199,233,85.41
31131,"RD",349,796,43.84
31133,"ST",158,414,38.16
31135,"ST",47,140,33.57
31137,"RD",174,383,45.43
31139,"ST",209,579,36.1
31141,"ST",533,1242,42.91
31143,"ST",129,260,49.62
31145,"ST",201,322,62.42
31147,"ST",268,878,30.52
31149,"RD",127,324,39.2
31151,"ST",291,507,57.4
31153,"ST",1665,4511,36.91
31155,"ST",469,810,57.9
31157,"ST",376,1217,30.9
31159,"ST",269,580,46.38
31161,"RD",308,905,34.03
31163,"RD",275,656,41.92
31165,"RD",259,283,91.52
31167,"RD",166,422,39.34
31169,"ST",217,322,67.39
31171,"ST",40,121,33.06
31173,"RD",183,544,33.64
31175,"RD",219,609,35.96
31177,"LN",288,872,33.03
31179,"ST",140,365,38.36
31181,"ST",139,219,63.47
31183,"AVE",88,195,45.13
31185,"ST",209,493,42.39
32001,"RD",274,967,28.34
32003,"ST",11390,52271,21.79
32005,"CT",446,2025,22.02
32007,"ST",530,2387,22.2
32009,"RD",106,243,43.62
32011,"ST",139,329,42.25
32013,"RD",488,1351,36.12
32015,"RD",157,503,31.21
32017,"RD",354,656,53.96
32019,"ST",413,2376,17.38
32021,"RD",183,505,36.24
32023,"ST",1047,3819,27.42
32027,"RD",333,621,53.62
32029,"RD",158,271,58.3
32031,"CT",2656,10616,25.02
32033,"ST",208,621,33.49
32510,"DR",391,1402,27.89
33001,"RD",1317,3252,40.5
33003,"RD",2288,4488,50.98
33005,"RD",1649,3207,51.42
33007,"RD",1387,2696,51.45
33009,"RD",2859,5769,49.56
33011,"RD",3226,10869,29.68
33013,"RD",2316,5236,44.23
33015,"RD",2931,9048,32.39
33017,"RD",1052,3595,29.26
33019,"RD",1370,2533,54.09
34001,"AVE",2635,6467,40.75
34003,"AVE",2797,12821,21.82
34005,"RD",1865,9907,18.83
34007,"AVE",3025,8665,34.91
34009,"AVE",1078,3359,32.09
34011,"RD",651,2902,22.43
34013,"ST",1470,6383,23.03
34015,"AVE",1520,6078,25.01
34017,"ST",921,2259,40.77
34019,"RD",1260,3469,36.32
34021,"AVE",1115,5778,19.3
34023,"ST",2273,11904,19.09
34025,"DR",2231,13292,16.78
34027,"RD",2660,10678,24.91
34029,"DR",2627,13666,19.22
34031,"AVE",1073,5488,19.55
34033,"RD",512,1575,32.51
34035,"RD",1262,6593,19.14
34037,"RD",1441,4420,32.6
34039,"AVE",1387,5591,24.81
34041,"RD",833,2749,30.3
35001,"RD",921,3123,29.49
35003,"RD",346,872,39.68
35005,"RD",1242,2693,46.12
35006,"RD",878,1754,50.06
35007,"RD",439,1335,32.88
35009,"ST",365,1127,32.39
35011,"RD",318,557,57.09
35013,"RD",1445,5759,25.09
35015,"RD",839,2256,37.19
35017,"RD",794,1980,40.1
35019,"RD",279,465,60
35021,"RD",245,330,74.24
35023,"RD",409,761,53.75
35025,"ST",770,2430,31.69
35027,"RD",601,2036,29.52
35028,"ST",160,414,38.65
35029,"RD",738,1453,50.79
35031,"RD",1196,2332,51.29
35033,"RD",163,305,53.44
35035,"RD",762,2918,26.11
35037,"ST",218,560,38.93
35039,"RD",387,1105,35.02
35041,"ST",158,416,37.98
35043,"RD",753,2027,37.15
35045,"ST",457,2058,22.21
35047,"RD",497,1345,36.95
35049,"RD",1318,4060,32.46
35051,"RD",501,1092,45.88
35053,"RD",443,838,52.86
35055,"RD",1210,1934,62.56
35057,"RD",674,1684,40.02
35059,"RD",449,684,65.64
35061,"RD",911,2987,30.5
36001,"RD",1388,6604,21.02
36003,"RD",1366,2084,65.55
36005,"AVE",1011,2397,42.18
36007,"RD",1345,3956,34
36009,"RD",1660,3196,51.94
36011,"RD",1115,2289,48.71
36013,"RD",1269,3886,32.66
36015,"RD",668,2057,32.47
36017,"RD",1124,2150,52.28
36019,"RD",1016,2633,38.59
36021,"RD",1485,2798,53.07
36023,"RD",700,1287,54.39
36025,"RD",1981,2873,68.95
36027,"RD",2268,7110,31.9
36029,"DR",1970,10757,18.31
36031,"RD",1032,2732,37.77
36033,"RD",1228,2087,58.84
36035,"RD",690,1603,43.04
36037,"RD",591,1148,51.48
36039,"RD",1246,2376,52.44
36041,"RD",552,886,62.3
36043,"RD",1233,2448,50.37
36045,"RD",1511,3755,40.24
36047,"ST",1474,2940,50.14
36049,"RD",992,1348,73.59
36051,"RD",818,1614,50.68
36053,"RD",1086,2117,51.3
36055,"DR",2499,10167,24.58
36057,"RD",676,1654,40.87
36059,"AVE",3597,18310,19.65
36061,"ST",763,1307,58.38
36063,"ST",826,3197,25.84
36065,"RD",1961,5222,37.55
36067,"RD",1938,8168,23.73
36069,"RD",800,2419,33.07
36071,"RD",2500,9571,26.12
36073,"RD",433,891,48.6
36075,"RD",1032,2636,39.15
36077,"RD",1624,2655,61.17
36079,"RD",1373,3389,40.51
36081,"ST",2695,6735,40.01
36083,"RD",1503,4742,31.7
36085,"AVE",1383,4341,31.86
36087,"CT",1046,5865,17.83
36089,"RD",2043,3698,55.25
36091,"RD",1506,6022,25.01
36093,"RD",552,2478,22.28
36095,"RD",1186,1940,61.13
36097,"RD",686,1049,65.4
36099,"RD",518,1138,45.52
36101,"RD",2303,4140,55.63
36103,"RD",4897,31124,15.73
36105,"RD",2473,4629,53.42
36107,"RD",890,1468,60.63
36109,"RD",902,2003,45.03
36111,"RD",2692,6639,40.55
36113,"RD",1292,3351,38.56
36115,"RD",934,2448,38.15
36117,"RD",925,2082,44.43
36119,"RD",3517,14784,23.79
36121,"RD",594,1058,56.14
36123,"RD",657,998,65.83
37001,"DR",1111,4312,25.77
37003,"LN",643,1754,36.66
37005,"LN",516,1547,33.35
37007,"RD",568,1093,51.97
37009,"RD",863,2163,39.9
37011,"LN",801,2022,39.61
37013,"RD",668,2076,32.18
37015,"RD",257,833,30.85
37017,"RD",608,1744,34.86
37019,"DR",687,3151,21.8
37021,"RD",2773,10407,26.65
37023,"RD",753,3207,23.48
37025,"DR",761,3195,23.82
37027,"LN",759,3127,24.27
37029,"RD",139,299,46.49
37031,"DR",720,2966,24.28
37033,"RD",482,781,61.72
37035,"DR",1043,3597,29
37037,"RD",990,2716,36.45
37039,"RD",1169,3111,37.58
37041,"RD",146,505,28.91
37043,"DR",259,997,25.98
37045,"DR",1066,3445,30.94
37047,"RD",610,2268,26.9
37049,"RD",733,3272,22.4
37051,"DR",2464,8271,29.79
37053,"RD",335,1499,22.35
37055,"RD",479,2531,18.93
37057,"DR",1447,5503,26.29
37059,"LN",522,1735,30.09
37061,"LN",971,2579,37.65
37063,"DR",1519,6121,24.82
37065,"LN",516,1749,29.5
37067,"DR",2311,9140,25.28
37069,"DR",613,2496,24.56
37071,"DR",1757,7460,23.55
37073,"LN",121,305,39.67
37075,"RD",353,617,57.21
37077,"RD",471,1695,27.79
37079,"RD",243,616,39.45
37081,"DR",2893,11142,25.96
37083,"ST",522,1886,27.68
37085,"LN",1245,4174,29.83
37087,"DR",1402,5476,25.6
37089,"DR",1780,6474,27.49
37091,"RD",284,768,36.98
37093,"RD",530,1848,28.68
37095,"RD",185,298,62.08
37097,"LN",1816,6402,28.37
37099,"RD",1797,4333,41.47
37101,"DR",1319,4989,26.44
37103,"LN",253,587,43.1
37105,"DR",418,1775,23.55
37107,"RD",658,2154,30.55
37109,"LN",903,2877,31.39
37111,"DR",1246,2447,50.92
37113,"RD",1940,4233,45.83
37115,"RD",988,1807,54.68
37117,"RD",348,991,35.12
37119,"DR",5133,19211,26.72
37121,"RD",521,1081,48.2
37123,"DR",454,1702,26.67
37125,"RD",1124,4549,24.71
37127,"RD",795,2932,27.11
37129,"DR",1346,5263,25.57
37131,"ST",292,983,29.7
37133,"CT",991,4961,19.98
37135,"RD",1078,4129,26.11
37137,"RD",301,778,38.69
37139,"DR",287,1096,26.19
37141,"RD",573,2148,26.68
37143,"RD",151,685,22.04
37145,"RD",738,1569,47.04
37147,"DR",1027,4117,24.95
37149,"LN",487,1429,34.08
37151,"RD",1197,4050,29.56
37153,"RD",630,2177,28.94
37155,"RD",1725,4969,34.72
37157,"RD",1073,3502,30.64
37159,"RD",1053,4656,22.62
37161,"RD",921,3586,25.68
37163,"LN",1058,2331,45.39
37165,"RD",398,1324,30.06
37167,"RD",735,2106,34.9
37169,"RD",1267,2345,54.03
37171,"LN",1790,4609,38.84
37173,"RD",802,1443,55.58
37175,"RD",1031,2948,34.97
37177,"RD",112,192,58.33
37179,"DR",1218,5004,24.34
37181,"LN",513,1484,34.57
37183,"DR",6142,23386,26.26
37185,"RD",547,1407,38.88
37187,"RD",167,475,35.16
37189,"RD",1339,3729,35.91
37191,"DR",895,3294,27.17
37193,"RD",1325,3199,41.42
37195,"RD",418,1207,34.63
37197,"RD",758,2142,35.39
37199,"RD",758,2072,36.58
38001,"ST",54,118,45.76
38003,"AVE",114,259,44.02
38005,"RD",82,251,32.67
38007,"RD",67,183,36.61
38009,"ST",126,311,40.51
38011,"RD",91,157,57.96
38013,"ST",75,120,62.5
38015,"DR",502,1785,28.12
38017,"ST",233,935,24.92
38019,"ST",110,248,44.35
38021,"AVE",85,207,41.06
38023,"ST",27,67,40.3
38025,"RD",43,131,32.82
38027,"AVE",9,30,30
38029,"AVE",60,179,33.52
38031,"ST",49,93,52.69
38033,"RD",68,115,59.13
38035,"ST",433,1122,38.59
38037,"AVE",51,121,42.15
38039,"ST",34,79,43.04
38041,"ST",52,124,41.94
38043,"ST",34,85,40
38045,"ST",83,159,52.2
38047,"ST",16,35,45.71
38049,"AVE",80,211,37.91
38051,"ST",49,67,73.13
38053,"RD",262,476,55.04
38055,"ST",137,401,34.16
38057,"DR",47,164,28.66
38059,"ST",401,924,43.4
38061,"ST",79,238,33.19
38063,"ST",69,131,52.67
38065,"ST",32,60,53.33
38067,"ST",175,326,53.68
38069,"AVE",45,99,45.45
38071,"AVE",90,327,27.52
38073,"ST",80,165,48.48
38075,"AVE",48,119,40.34
38077,"ST",100,219,45.66
38079,"RD",61,166,36.75
38081,"ST",63,125,50.4
38083,"AVE",33,65,50.77
38085,"ST",111,212,52.36
38087,"ST",21,37,56.76
38089,"ST",133,372,35.75
38091,"AVE",36,87,41.38
38093,"ST",68,175,38.86
38095,"ST",70,129,54.26
38097,"ST",80,165,48.48
38099,"ST",156,423,36.88
38101,"ST",138,520,26.54
38103,"AVE",88,169,52.07
38105,"ST",156,426,36.62
39001,"RD",719,1283,56.04
39003,"ST",544,2138,25.44
39005,"ST",255,817,31.21
39007,"RD",604,2270,26.61
39009,"RD",807,1793,45.01
39011,"ST",453,1233,36.74
39013,"RD",1021,2836,36
39015,"RD",629,1506,41.77
39017,"DR",2008,6589,30.48
39019,"RD",224,619,36.19
39021,"RD",349,912,38.27
39023,"DR",593,2778,21.35
39025,"DR",1130,4244,26.63
39027,"RD",327,981,33.33
39029,"ST",941,2846,33.06
39031,"ST",307,553,55.52
39033,"ST",382,1146,33.33
39035,"DR",3219,14731,21.85
39037,"RD",548,1445,37.92
39039,"RD",326,1037,31.44
39041,"DR",1419,5054,28.08
39043,"ST",445,1759,25.3
39045,"ST",551,2471,22.3
39047,"ST",182,602,30.23
39049,"DR",5170,19392,26.66
39051,"ST",286,669,42.75
39053,"RD",747,1201,62.2
39055,"DR",639,1784,35.82
39057,"DR",1364,4025,33.89
39059,"RD",693,1995,34.74
39061,"DR",2470,11784,20.96
39063,"ST",453,1476,30.69
39065,"ST",446,690,64.64
39067,"RD",657,1041,63.11
39069,"ST",314,530,59.25
39071,"RD",524,1198,43.74
39073,"RD",717,1275,56.24
39075,"ST",207,401,51.62
39077,"ST",456,1265,36.05
39079,"RD",642,1241,51.73
39081,"ST",646,1950,33.13
39083,"RD",579,1479,39.15
39085,"DR",1339,4289,31.22
39087,"ST",467,1452,32.16
39089,"DR",779,3341,23.32
39091,"ST",497,1315,37.79
39093,"DR",1100,4815,22.85
39095,"DR",1777,7057,25.18
39097,"RD",244,899,27.14
39099,"AVE",1203,4704,25.57
39101,"ST",402,1237,32.5
39103,"DR",991,2796,35.44
39105,"RD",641,946,67.76
39107,"ST",440,1236,35.6
39109,"ST",540,2067,26.12
39111,"RD",460,747,61.58
39113,"DR",2497,10468,23.85
39115,"RD",553,1240,44.6
39117,"RD",381,780,48.85
39119,"RD",889,2978,29.85
39121,"RD",693,1044,66.38
39123,"DR",584,2099,27.82
39125,"ST",292,482,60.58
39127,"ST",435,810,53.7
39129,"RD",397,1187,33.45
39131,"RD",489,794,61.59
39133,"DR",794,3038,26.14
39135,"RD",428,1088,39.34
39137,"ST",511,774,66.02
39139,"RD",748,2491,30.03
39141,"RD",603,1585,38.04
39143,"ST",471,1448,32.53
39145,"RD",770,1993,38.64
39147,"ST",495,1057,46.83
39149,"RD",373,1172,31.83
39151,"ST",563,1765,31.9
39153,"DR",2618,9513,27.52
39155,"RD",646,2565,25.19
39157,"ST",626,1677,37.33
39159,"RD",328,1085,30.23
39161,"RD",378,915,41.31
39163,"RD",455,683,66.62
39165,"DR",1358,5005,27.13
39167,"RD",956,2263,42.24
39169,"RD",607,2128,28.52
39171,"ST",501,934,53.64
39173,"RD",762,3050,24.98
39175,"ST",222,409,54.28
40001,"RD",860,1148,74.91
40003,"RD",756,1076,70.26
40005,"RD",1060,1516,69.92
40007,"ST",59,131,45.04
40009,"RD",492,1156,42.56
40011,"RD",793,1201,66.03
40013,"RD",1193,2564,46.53
40015,"RD",604,1408,42.9
40017,"ST",908,3787,23.98
40019,"RD",795,1889,42.09
40021,"RD",1577,2493,63.26
40023,"RD",716,1220,58.69
40025,"RD",819,939,87.22
40027,"ST",1752,6566,26.68
40029,"RD",401,712,56.32
40031,"RD",1107,3634,30.46
40033,"AVE",115,355,32.39
40035,"RD",911,1281,71.12
40037,"AVE",983,2884,34.08
40039,"RD",772,1454,53.09
40041,"RD",2148,3774,56.92
40043,"RD",465,679,68.48
40045,"RD",613,832,73.68
40047,"RD",965,2624,36.78
40049,"RD",782,1552,50.39
40051,"RD",966,2225,43.42
40053,"RD",515,843,61.09
40055,"RD",315,554,56.86
40057,"RD",210,325,64.62
40059,"RD",599,774,77.39
40061,"RD",472,877,53.82
40063,"RD",670,1100,60.91
40065,"ST",359,1027,34.96
40067,"RD",344,740,46.49
40069,"RD",457,1079,42.35
40071,"RD",617,1886,32.71
40073,"RD",384,815,47.12
40075,"RD",439,808,54.33
40077,"RD",561,1090,51.47
40079,"RD",927,3023,30.66
40081,"RD",1371,2215,61.9
40083,"RD",872,2431,35.87
40085,"RD",622,1065,58.4
40087,"ST",625,1978,31.6
40089,"RD",579,1600,36.19
40091,"RD",1128,1938,58.2
40093,"RD",394,586,67.24
40095,"RD",583,1706,34.17
40097,"RD",1083,2129,50.87
40099,"RD",487,1067,45.64
40101,"ST",888,2069,42.92
40103,"RD",482,811,59.43
40105,"RD",449,739,60.76
40107,"RD",519,772,67.23
40109,"ST",4667,16263,28.7
40111,"RD",1271,2412,52.69
40113,"RD",756,2854,26.49
40115,"RD",747,1340,55.75
40117,"RD",800,1397,57.27
40119,"RD",823,2996,27.47
40121,"RD",1439,3083,46.68
40123,"RD",788,1618,48.7
40125,"RD",1282,2916,43.96
40127,"RD",464,945,49.1
40129,"RD",536,644,83.23
40131,"RD",1318,3443,38.28
40133,"RD",629,1231,51.1
40135,"RD",1640,2893,56.69
40137,"RD",731,1820,40.16
40139,"RD",878,1472,59.65
40141,"RD",326,673,48.44
40143,"ST",7551,19137,39.46
40145,"AVE",1114,3385,32.91
40147,"RD",684,2145,31.89
40149,"RD",581,992,58.57
40151,"RD",290,571,50.79
40153,"RD",589,1104,53.35
41001,"RD",622,1359,45.77
41003,"DR",453,2426,18.67
41005,"RD",1991,10191,19.54
41007,"RD",687,2264,30.34
41009,"RD",632,1976,31.98
41011,"RD",1074,3744,28.69
41013,"RD",720,1702,42.3
41015,"RD",418,1341,31.17
41017,"RD",1314,7485,17.56
41019,"RD",1540,5218,29.51
41021,"RD",156,338,46.15
41023,"RD",773,1300,59.46
41025,"RD",557,975,57.13
41027,"RD",238,781,30.47
41029,"RD",1115,4879,22.85
41031,"RD",738,2057,35.88
41033,"RD",746,2707,27.56
41035,"ST",749,3282,22.82
41037,"RD",651,1095,59.45
41039,"ST",2523,9597,26.29
41041,"ST",1087,3055,35.58
41043,"ST",723,2711,26.67
41045,"RD",781,1612,48.45
41047,"ST",743,1923,38.64
41049,"RD",331,931,35.55
41051,"AVE",3751,11878,31.58
41053,"ST",414,1313,31.53
41055,"RD",142,354,40.11
41057,"RD",768,2122,36.19
41059,"RD",1504,3956,38.02
41061,"RD",379,1247,30.39
41063,"RD",452,898,50.33
41065,"RD",850,1543,55.09
41067,"AVE",2117,12337,17.16
41069,"RD",140,241,58.09
41071,"ST",1095,3249,33.7
42001,"RD",798,2631,30.33
42003,"ST",7279,26927,27.03
42005,"RD",1547,3514,44.02
42007,"ST",1456,5058,28.79
42009,"RD",1757,3294,53.34
42011,"RD",2285,9221,24.78
42013,"LN",1133,4840,23.41
42015,"RD",2213,4064,54.45
42017,"RD",2940,12790,22.99
42019,"LN",1625,6303,25.78
42021,"ST",1928,5681,33.94
42023,"RD",285,562,50.71
42025,"ST",683,2872,23.78
42027,"RD",1426,5412,26.35
42029,"RD",2619,11695,22.39
42031,"RD",948,2396,39.57
42033,"RD",2165,5549,39.02
42035,"LN",849,2655,31.98
42037,"RD",1008,2506,40.22
42039,"RD",1433,3664,39.11
42041,"DR",1395,6003,23.24
42043,"ST",2222,7400,30.03
42045,"RD",3451,9606,35.93
42047,"RD",898,1781,50.42
42049,"DR",1256,5013,25.05
42051,"RD",2036,6067,33.56
42053,"RD",447,927,48.22
42055,"RD",1205,3653,32.99
42057,"RD",386,763,50.59
42059,"RD",1001,1949,51.36
42061,"RD",1128,3350,33.67
42063,"RD",1430,3466,41.26
42065,"RD",1171,2873,40.76
42067,"RD",656,1455,45.09
42069,"ST",1851,5878,31.49
42071,"RD",2389,9492,25.17
42073,"RD",805,3426,23.5
42075,"ST",1324,4008,33.03
42077,"ST",3731,8128,45.9
42079,"ST",3167,8325,38.04
42081,"RD",1727,5104,33.84
42083,"RD",639,1835,34.82
42085,"RD",1117,3230,34.58
42087,"LN",869,2397,36.25
42089,"RD",1959,7638,25.65
42091,"RD",3752,14581,25.73
42093,"RD",344,837,41.1
42095,"ST",2125,6572,32.33
42097,"ST",1306,3611,36.17
42099,"RD",764,1923,39.73
42101,"ST",6187,9187,67.35
42103,"RD",1247,4523,27.57
42105,"RD",780,1372,56.85
42107,"ST",2462,5456,45.12
42109,"RD",1028,2220,46.31
42111,"RD",1786,4632,38.56
42113,"RD",560,1040,53.85
42115,"RD",1327,1996,66.48
42117,"RD",1525,2610,58.43
42119,"RD",506,1566,32.31
42121,"RD",910,2379,38.25
42123,"RD",600,1907,31.46
42125,"ST",1966,8009,24.55
42127,"RD",1334,3488,38.25
42129,"ST",3085,14353,21.49
42131,"RD",503,1103,45.6
42133,"RD",2931,10239,28.63
44001,"ST",317,1333,23.78
44003,"ST",1092,4390,24.87
44005,"RD",522,2650,19.7
44007,"ST",4082,10993,37.13
44009,"RD",1420,4668,30.42
45001,"RD",506,1442,35.09
45003,"RD",1629,6512,25.02
45005,"RD",298,754,39.52
45007,"RD",1981,7799,25.4
45009,"RD",472,1031,45.78
45011,"RD",390,1270,30.71
45013,"DR",1922,8342,23.04
45015,"LN",2487,7873,31.59
45017,"LN",271,991,27.35
45019,"RD",2674,11720,22.82
45021,"RD",840,2303,36.47
45023,"RD",708,1890,37.46
45025,"RD",1021,2323,43.95
45027,"RD",699,1870,37.38
45029,"LN",842,2452,34.34
45031,"DR",964,2974,32.41
45033,"DR",326,1419,22.97
45035,"LN",830,4131,20.09
45037,"RD",354,1078,32.84
45039,"RD",498,1287,38.69
45041,"RD",1335,4806,27.78
45043,"DR",743,3653,20.34
45045,"DR",2774,12760,21.74
45047,"RD",751,2636,28.49
45049,"RD",485,1307,37.11
45051,"DR",2570,9831,26.14
45053,"RD",516,1260,40.95
45055,"RD",871,2342,37.19
45057,"RD",898,3341,26.88
45059,"RD",1162,3399,34.19
45061,"RD",481,1022,47.06
45063,"CT",1651,7435,22.21
45065,"RD",478,1348,35.46
45067,"RD",740,2097,35.29
45069,"RD",436,1363,31.99
45071,"RD",718,1862,38.56
45073,"DR",2721,7241,37.58
45075,"RD",1314,4646,28.28
45077,"DR",1287,5455,23.59
45079,"RD",2516,9836,25.58
45081,"RD",582,1146,50.79
45083,"RD",2607,10459,24.93
45085,"RD",911,4285,21.26
45087,"RD",489,1416,34.53
45089,"RD",603,1516,39.78
